ai_academic_entity,country,link
"Industrial, Environmental and Biometric Informatics Laboratory, University of Milan",Italy,https://iebil.di.unimi.it/
K.D.I.S - Knowledge Discovery and Intelligent Systems,Jamaica,https://www.mona.uwi.edu/compsci/research/areas/kdis-knowledge-discovery-and-intelligent-systems
"Robotics and machine perception laboratory, EDI- Elektronikas un datorzinatnu instituts, Riga",Latvia,https://www.edi.lv/en/labs/robotics-and-machine-perception-laboratory/
"Faculty of Economics and Management, Vytautas Magnus University, Kaunas",Lithuania,http://evf.vdu.lt/en/
"Institute of Computer Science, Vilnius University",Lithuania,https://mif.vu.lt/lt3/en/about/structure/institute-of-computer-science
"Intelligent System Laboratory, Vytautas Magnus University, Kaunas",Lithuania,https://www.vdu.lt/en/
"Computer science and communications, University of Luxembourg, Esch sur Alzette",Luxemburg,https://wwwen.uni.lu/research/fstm/cicel/computer_science_and_communications_research_unit
"IT for Innovative Services (ITIS), LIST – Luxembourg Institute of Science and Technology, Luxembourg",Luxemburg,http://www.innovation.public.lu/en/cooperer/trouver-partenaires/instituts/luxembourg-institute-of-science-and-technology-list-1/luxembourg-institute-of-science-and-technology-list-1/it-for-innovative-services-itis/index.html
"Advanced Concepts Team, European Space Agency, Noordwijk",Netherlands,https://www.esa.int/gsp/ACT/
"Computational Intelligence Group, Vrije Universiteit Amsterdam",Netherlands,https://cs.vu.nl/ci/
"Crime & Safety department, Jheronimus Academy of Data Science, Den Bosch",Netherlands,https://www.jads.nl/
"CWI – Centrum Wiskunde & Informatica, NWO-I, Amsterdam",Netherlands,https://www.cwi.nl/
CWI Machine Learning Group,Netherlands,https://www.cwi.nl/research/groups/machine-learning
"DAIR – Delft Artificial Intelligence Research, Delft University of Technology, Delft",Netherlands,https://www.tudelft.nl/ai/
"Data Mining Research Group, Eindhoven University of Technology, Eindhoven",Netherlands,https://www.win.tue.nl/dm/doku.php
"Department of Artificial Intelligence, Bernoulli Institute of Mathematics, Computer Science and Artificial Intelligence, University of Groningen",Netherlands,https://www.rug.nl/research/bernoulli/
"Department of Information and Computing Science, Utrecht University",Netherlands,https://www.uu.nl/en/organisation/department-of-information-and-computing-sciences
"Intelligent Systems, Utrecht University",Netherlands,https://www.uu.nl/en/research/intelligent-software-systems/intelligent-systems
"Department of Radiology, Leiden University Medical Center, Leiden",Netherlands,https://www.lumc.nl/org/radiologie/
"Eindhoven AI Systems Institute (EAISI), Eindhoven University of Technology",Netherlands,https://www.tue.nl/en/research/institutes/eindhoven-artificial-intelligence-systems-institute/
"Human-centered Artificial Intelligence focus area, Utrecht University",Netherlands,https://www.uu.nl/en/research/human-centered-artificial-intelligence
"Information and Language Processing Systems, University of Amsterdam",Netherlands,https://ivi.uva.nl/content/research-groups/information-and-language-processing-systems/information-and-language-processing-systems.html
"Intelligent Sensory Information Systems Lab, University of Amsterdam",Netherlands,https://ivi.fnwi.uva.nl/isis/index.html
"KNAW - Humanities Cluster, Royal Netherlands Academy of Arts and Sciences",Netherlands,https://huc.knaw.nl/
"Knowledge Representation & Reasoning Group, Vrije Universiteit Amsterdam",Netherlands,https://krr.cs.vu.nl/
"Leiden Institute of Advanced Computer Science, Leiden University",Netherlands,https://www.universiteitleiden.nl/en/science/computer-science
ADA Research Group,Netherlands,https://ada.liacs.nl/
Computational Drug Discovery,Netherlands,https://www.universiteitleiden.nl/en/science/drug-research/drug-discovery-and-safety/computational-drug-discovery
EDA research group,Netherlands,http://eda.liacs.nl/
Data Science Research Programme,Netherlands,https://www.universiteitleiden.nl/en/data-science-research-programme
LCDS – Leiden Centre of Data Science – Network activities,Netherlands,https://www.universiteitleiden.nl/en/science/leiden-centre-of-data-science
LERC – Leiden Embedded Research Center,Netherlands,http://liacs.leidenuniv.nl/~stefanovtp/lerc/
LIACS Reinforcement Learning Group,Netherlands,https://search.liacs.nl/
"Logic-based methods in AI / Theoretical Philosophy, Utrecht University",Netherlands,https://www.uu.nl/en/research/philosophy/theoretical-philosophy
"Radboud Artificial Intelligence, Radboud University, Nijmegen",Netherlands,https://www.ru.nl/ai/
"The D-Lab, Maastricht University, Maastricht",Netherlands,https://www.thedlab.info/
"Social AI group, Vrije Universiteit Amsterdam, Amsterdam",Netherlands,https://www.cs.vu.nl/en/research/artificial-intelligence/socialai/index.aspx
CAIR - Center for Artificial Intelligence Research,Norway,https://cair.uia.no/about-cair/
"UiT - CAI – Computational Analytics and Intelligence research group, The Arctic University of Norway (UiT)",Norway,https://en.uit.no/forskning/forskningsgrupper/gruppe?p_document_id=504980
The Center for Data Science @ UiB,Norway,https://www.uib.no/en/cedas
"Center for Modeling Social Systems, NORCE Norwegian Research Centre, Kristiansand",Norway,https://www.norceresearch.no/
"UiO - Robotics and Intelligent Systems (ROBIN), University of Oslo",Norway,https://www.mn.uio.no/ifi/english/research/groups/robin/
NORCE Allégaten,Norway,https://www.norceresearch.no/en/
NORCE Alta,Norway,https://www.norceresearch.no/en/
NORCE Bardu,Norway,https://www.norceresearch.no/en/
NORCE Fantoft,Norway,https://www.norceresearch.no/en/
NORCE GAMUT,Norway,https://www.norceresearch.no/en/
NORCE Grimstad,Norway,https://www.norceresearch.no/en/
NORCE Haugesund,Norway,https://www.norceresearch.no/en/
NORCE Jahnebakken,Norway,https://www.norceresearch.no/en/
NORCE Marineholmen,Norway,https://www.norceresearch.no/en/
NORCE Mekjarvikveien,Norway,https://www.norceresearch.no/en/
NORCE Nygårdsgaten,Norway,https://www.norceresearch.no/en/
NORCE Oslo,Norway,https://www.norceresearch.no/en/
NORCE Risavika,Norway,https://www.norceresearch.no/en/
"NORCE - Smart Instrumentation and Industrial Testing Group, Technology Department, Bergen",Norway,https://www.norceresearch.no/en/research-area/teknologi
NORCE Tromsø,Norway,https://www.norceresearch.no/en/
NORCE Årstadveien,Norway,https://www.norceresearch.no/en/
Norwegian Open AI Lab (NAIL),Norway,https://www.ntnu.edu/ailab
Norwegian Research Center for AI Innovation (NORWAI),Norway,https://www.ntnu.edu/norwai
Simula - Bergen,Norway,https://www.simula-uib.com/
Simula - SimulaMet,Norway,https://www.simula.no/research/projects/simula-metropolitan-center-digital-engineering
UiS - Stavanger AI Lab (SAIL),Norway,https://www.uis.no/en/stavanger-ai-lab-research
"UiS - IAI research group, University of Stavanger",Norway,https://iai.group/
UiS - Stavanger AI Lab (SAIL),Norway,https://www.uis.no/en/stavanger-ai-lab
UiS - BMDLab – Biomedical data analysis laboratory,Norway,https://www.uis.no/en/bmdlab
UiS - Cybernetics and Systems Biology Laboratories,Norway,https://www.uis.no/en/cybernetics-and-systems-biology-laboratories
UiS - Computer Networks (ComNet) Research Group,Norway,https://www.uis.no/en/computer-networks-comnet-research-group
UiS - Data-centered and Secure Computing (DSComputing),Norway,https://www.uis.no/en/data-centered-and-secure-computing-dscomputing
UiS - Applied AI and machine learning for energy and petroleum engineering,Norway,https://www.uis.no/en/applied-ai-and-machine-learning-energy-and-petroleum-engineering
UiS - Cognitive and behavioral neuroscience lab,Norway,https://www.uis.no/en/cognitive-and-behavioral-neuroscience-lab
UiS - Relab: Reliable Systems Lab,Norway,https://www.uis.no/en/relab-reliable-systems-lab
OsloMet - AI Lab,Norway,https://www.oslomet.no/om/tkd/it/ai-lab
"Center for Artificial Intelligence and Machine Learning (CAMIL), Poznan University of Technology",Poland,https://www.camil-research.pl/
"Center for Complex Systems and New Technologies, University of Warsaw",Poland,http://iss.uw.edu.pl/en/osrodek-badania-ukladow-zlozonych-i-nowych-technologii/
"Decision Analysis and Support Unit, SGH Warsaw School of Economics",Poland,https://ssl-kolegia.sgh.waw.pl/en/KAE/Pages/default.aspx
"Department of Informatics/Neurocognitive Laboratory, Nicolaus Copernicus University, Torun",Poland,https://www.is.umk.pl/en/about-us/
"Department of Information Systems, Gdynia Maritime University, Gdynia",Poland,https://ksi.wpit.umg.edu.pl/
"GEIST research group, AGH University Krakow",Poland,https://geist.re/doku.php
"Laboratory for Intelligent Systems, Systems Research Institute, Polish Academy of Sciences, Warszawa",Poland,http://www.ibspan.waw.pl/
"Laboratory of Intelligent Decision Support Systems, Poznań University of Technology",Poland,http://idss.cs.put.poznan.pl/site/main.html
"Machine Learning Group, Department of Systems and Computer Networks, Wroclaw University of Science and Technology",Poland,https://www.kssk.pwr.edu.pl/teams/zum
"DTx: Digital Transformation CoLAB, Guimarães",Portugal,https://www.dtx-colab.pt/en/homepage-en/
"LIAAD – Artificial Intelligence and Decision Support Lab, INESC TEC, Porto",Portugal,https://www.inesctec.pt/en/centres/liaad#presentation
CISUC – Center for Informatics and Systems of the University of Coimbra,Portugal,https://www.cisuc.uc.pt/en/home
"GECAD – Research Group on Intelligent Engineering and Computing for Advanced Innovation and Development, Institute of Engineering – Polytechnic of Porto",Portugal,http://www.gecad.isep.ipp.pt/GECAD/Pages/Presentation/Home.aspx
"INESC-ID – Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa",Portugal,https://www.inesc-id.pt/
GAIPS – Intelligent Agents and Synthetic Characters Group,Portugal,http://gaips.inesc-id.pt/index.php
"NOVA LINCS, Universidade NOVA de Lisboa, Caparica",Portugal,https://nova-lincs.di.fct.unl.pt/
"CAMPUS Center for Advanced Research on New Materials, Products and Innovative Processes, University “Politehnica” of Bucharest",Romania,http://campus.pub.ro/
"Department of Electronics and Computers, Transilvania University of Brasov",Romania,https://iesc.unitbv.ro/ro/despre/electronic%C4%83-%C8%99i-calculatoare.html
"Faculty of Automatic Control and Computers, University Politehnica of Bucharest",Romania,https://acs.pub.ro/en/
"Mind Simulation Laboratory, Krasnodar, Russia",Russia,https://mind-simulation.com/en/
"GOOD OLD AI Research Network, University of Belgrade",Serbia,http://goodoldai.org/
"Learning and Vision Lab, ECE, NUS",Singapore,http://www.lv-nus.org/
Department of Electrical and Computer Engineering,Singapore,https://www.eng.nus.edu.sg/ece/
Social Robot Lab (SRL),Singapore,http://robotics.nus.edu.sg/
"Kempelen Institute of Intelligent Technologies, Bratislava",Slovakia,https://kinit.sk/en/
"VGG – Vision and Graphics Group, STU – Slovak University of Technology in Bratislava",Slovakia,https://vgg.fiit.stuba.sk/
Security Group @ Kempelen Institute of Intelligent Technologies,Slovakia,https://www.kinit.sk/security
Natural Language Processing Group @ Kempelen Institute of Intelligent Technologies,Slovakia,https://kinit.sk/nlp
"Artificial Intelligence Laboratory, University of Ljubljana, Faculty of Computer and Information Science",Slovenia,https://fri.uni-lj.si/en/laboratory/lui
"Computer Systems Department, Jozef Stefan Institute, Ljubljana",Slovenia,http://cs.ijs.si/
"Computer Vision Laboratory, Faculty of Computer and Information Science, University of Ljubljana",Slovenia,https://www.fri.uni-lj.si/en/laboratory/lrv
"Institute of Criminology at the Faculty of Law, University of Ljubljana",Slovenia,http://inst-krim.si/en/automated-justice-social-ethical-and-legal-implications/
"Jozef Stefan Institute, Ljubljana",Slovenia,https://ijs.si/ijsw/V001/JSI
"Department of intelligent systems, Jozef Stefan Institute, Ljubljana",Slovenia,https://dis.ijs.si/
"Department of Knowledge Technologies, Jozef Stefan Institute, Ljubljana",Slovenia,http://kt.ijs.si/
Soft Computing and Intelligent Information Systems,Spain,https://sci2s.ugr.es/
"AIR Institute, Carbajosa de la Sagrada",Spain,https://air-institute.org/
"Artificial Intelligence and Machine Learning Group, Universitat Pompeu Fabra, Barcelona",Spain,https://www.upf.edu/web/ai-ml/
"IIIA – Artificial Intelligence Research Institute, Spanish National Research Council (CSIC), Bellaterra (Barcelona)",Spain,https://www.iiia.csic.es/
"Autonomous Systems Laboratory, Universidad Politecnica de Madrid, Madrid",Spain,http://www.aslab.org/
"BCAM – Basque Center For Applied Mathematics, Bilbao",Spain,http://www.bcamath.org/en/
"HiTZ – Basque Center for Language Technology, University of the Basque Country (UPV/EHU), Donostia/San Sebastian",Spain,http://www.hitz.eus/
"Computer Vision Centre, Barcelona",Spain,http://www.cvc.uab.es/?page_id=17
"Data Science Research Group, Universidad Europea de Madrid, Madrid",Spain,https://projectbasedschool.universidadeuropea.es/blogs/dsl/
"Decision Support and Recommender Systems Group, University of Granada, Granada",Spain,http://dsrs-lab.ugr.es/
"ISP – Image and Signal Processing Group, Universitat de València, València",Spain,https://isp.uv.es/
"Industrial Engineering and Logistics Research Group, Universidad Politécnica de Madrid",Spain,http://www.iol.etsii.upm.es/
"Institut de Neurociències, INc Universitat Autònoma de Barcelona (UAB), Barcelona",Spain,https://inc.uab.cat/en/research/laboratory-of-molecular-neuropharmacology-and-bioinformatics
"Intelligent Data Science & Artificial Intelligence Research Center, Universitat Politècnica de Catalunya / UPC BarcelonaTECH, Barcelona",Spain,https://ideai.upc.edu/en
"Intelligent Systems and Data Mining Group, University of Castilla-La Mancha, Albacete",Spain,http://simd.albacete.org/
"Intelligent Systems Group, University of Santiago de Compostela, Santiago de Compostela",Spain,http://imaisd.usc.es/grupoficha.asp?idpersoatipogrupo=75525&i=en&s=-2-26-148-150
"iScOp – Intelligent Scheduling and Optimisation Research Group, University of Oviedo, Gijón",Spain,http://iscop.grupos.uniovi.es/en
"ITAKA – Intelligent Technologies for Advanced Knowledge Acquisition, Universitat Rovira i Virgili, Tarragona",Spain,https://deim.urv.cat/~itaka/itaka2/index.html
"Knowledge Discovery and Intelligent Systems, University of Cordoba, Cordoba",Spain,http://www.uco.es/kdis/
"KRAIL – Knowledge representation for AI based on logic, Universitat Autònoma de Barcelona, Bellaterra",Spain,https://serveis.uab.cat/cit/en/l%C3%B2gica
"Language Evolution Laboratory, Institut de Biologia Evolutiva, Universitat Pompeu Fabra, Barcelona",Spain,https://www.upf.edu/web/language-evolution
"LIDIA – Laboratoy of R&D on Artificial Intelligence, CITIC-University of A Coruña (UDC), A Coruña",Spain,https://citic.udc.es/en/comite-cientifico-en/
"Models of Decision and Optimisation (MODO) Research Group, Universidad de Granada",Spain,http://ofertaimasd.ugr.es/tic/grupos-de-investigacion/modelos-de-decision-y-optimizacion-modo/?set_language=en
"Natural Language Processing and Information Retrieval Group, Universidad Nacional de Educacion a Distancia (UNED), Madrid",Spain,https://sites.google.com/view/nlp-uned/home
"Institut de Robòtica i Informàtica Industrial (CSIC-UPC), Consejo Superior de Investigaciones Científicas (CSIC) and Universitat Politècnica de Catalunya (UPC), Barcelona",Spain,https://www.iri.upc.edu/
RobIRI – Robot Perception and Manipulation Group,Spain,https://www.iri.upc.edu/research/perception
"Joint Research Laboratory on Artificial Intelligence (JRL-AI), TECNALIA, Derio",Spain,https://jrlab.science/
"VISILAB, University of Castilla-La Mancha, Ciudad Real",Spain,http://visilab.etsii.uclm.es/?page_id=39
"VRAIN: Valencia Research Institute for Artificial Intelligence, Universitat Politècnica de València, València",Spain,http://vrain.upv.es/
eXiT- Control Engineering and Intelligent Systems @ University of Girona,Spain,https://exit.udg.edu/
Uppsala Department of Information Technnology,Sweden,http://www.it.uu.se
"AASS: Center for Applied Autonomous Sensor Systems, Orebro University, Orebro",Sweden,https://www.oru.se/aass
"Artificial Intelligence and Integrated Computer Systems Division, Dept. of Computer and Information Science, Linköping University",Sweden,https://www.ida.liu.se/divisions/aiics/
"Computational Socio Cognitive Systems, Umeå University",Sweden,https://www.umu.se/en/department-of-computing-science/research/
"Department of Computer and Systems Sciences, Stockholm University",Sweden,https://dsv.su.se/en/
"Department of Computer Science and Engineering, Blekinge Institute of Technology, Karlskrona",Sweden,https://www.ltu.se/research/subjects/Maskininlarning?l=en
"Interactive and Intelligent Systems, Umeå University",Sweden,https://www.umu.se/en/research/groups/interactive-and-intelligent-systems/
"Jönköping Artificial Intelligence Laboratory, Jönköping University",Sweden,https://ju.se/en/research/research-groups/computer-science-and-informatics/jonkoping-ai-lab-jail.html
"Natural Language Processing Laboratory, Linköping University",Sweden,https://www.ida.liu.se/divisions/hcs/nlplab/
"Optimisation Group, Uppsala University",Sweden,https://www.it.uu.se/research/group/optimisation/
"Responsible Artificial intelligence, Umeå University",Sweden,https://www.umu.se/en/research/groups/responsible-artificial-intelligence/
"RISE AI Initiative, RISE, Gothenburg",Sweden,https://www.ri.se/en/about-rise/about-rise
"Smart City Arena, Uppsala University",Sweden,http://www.it.uu.se/research/arenas/smart_city
Computer Vision Lab - Image Communication and Understanding,Switzerland,https://vision.ee.ethz.ch/
Autonomous Systems Lab (ASL),Switzerland,https://asl.ethz.ch/
"AI Transparency Institute, Lausanne",Switzerland,https://aitransparencyinstitute.com/
"Applied Complex Systems Science, Zurich University of Applied Sciences, Winterthur",Switzerland,https://www.zhaw.ch/en/engineering/institutes-centres/iamp/applied-complex-systems-science/
"Artificial Intelligence Laboratory, Ecole Polytechnique Fédérale de Lausanne (EPFL)",Switzerland,https://lia.epfl.ch/
"Artificial Intelligence Research Group, University of Basel",Switzerland,https://ai.dmi.unibas.ch/
"Auto-ID Labs ETH/HSG, ETH Zurich, Zurich",Switzerland,https://www.autoidlabs.ch/
"Dynamic and Distributed Information Systems Group, University of Zurich",Switzerland,https://www.ifi.uzh.ch/en/ddis.html
"FRME-IDP, Zurich University of Applied Sciences (ZHAW), Winterthur",Switzerland,https://www.zhaw.ch/en/university/
"Human-IST Institute, University of Fribourg",Switzerland,https://human-ist.unifr.ch/en/
"Idiap Research Institute, Martigny",Switzerland,https://www.idiap.ch/en
"idsia – Dalle Molle Institute for Artificial Intelligence, SUPSI-USI, Manno-Lugano",Switzerland,http://www.idsia.ch/
"InIT – Institute of Applied Information Technology, Zurich University of Applied Sciences (ZHAW)",Switzerland,https://www.epfl.ch/labs/lis/
Information Engineering Group - Zurich University of Applied Sciences (ZHAW),Switzerland,https://www.zhaw.ch/en/engineering/institutes-centres/init/information-engineering/
Research Group Software Systems – Text Analytics and Dialogue Systems,Switzerland,https://www.zhaw.ch/en/engineering/institutes-centres/init/software-systems/
"Institute for Wealth and Asset Management (IWA), School of Management and Law, Zurich University of Applied Sciences (ZHAW), Winterthur",Switzerland,https://www.zhaw.ch/en/sml/institutes-centres/iwa/
"Institute of Business Information Technology (IWI), School of Management and Law, Zurich University of Applied Sciences (ZHAW), Winterthur",Switzerland,https://www.zhaw.ch/en/sml/institutes-centres/iwi/
"Laboratory of Intelligent Systems, EPFL, Lausanne",Switzerland,https://www.epfl.ch/labs/lis/
"SILab – Smart Infrastructure Lab, Institute of Information Systems, HES-SO Valais / Wallis, Sierre",Switzerland,https://www.hevs.ch/fr/mini-sites/projets-produits/si-lab/
Neural Learning and Intelligent Systems Lab @ ETH Zurich,Switzerland,https://www.ini.uzh.ch/en/research/groups/grewe.html
"ZHAW Centre for Artificial Intelligence, Zurich University of Applied Sciences (ZHAW)",Switzerland,https://www.zhaw.ch/en/engineering/institutes-centres/cai/
"Cognitive Robotics Lab, Sabanci University",Turkey,https://cogrobo.sabanciuniv.edu/
Visual Geometry Group,UK,https://www.robots.ox.ac.uk/~vgg/index.html
"Kingdom - AI@Imperial College, Imperial College London",United,https://www.imperial.ac.uk/artificial-intelligence
"Kingdom - Artificial Intelligence & Machine Learning Theme, University of Oxford",United,http://www.cs.ox.ac.uk/research/ai_ml/
"Kingdom - Artificial Intelligence Group, University of Bath",United,https://www.bath.ac.uk/projects/artificial-intelligence/
"Kingdom - Artificial Intelligence Theme, School of Computing, University of Leeds",United,https://eps.leeds.ac.uk/computing-research-innovation
"Kingdom - Brain & Behaviour Lab, Imperial College London",United,https://faisallab.org/
"Kingdom - PARK – Centre of Planning, Autonomy and Representation of Knowledge, University of Huddersfield",United,https://research.hud.ac.uk/institutes-centres/park/
"Kingdom - Computational Logic and Argumentation (CLArg), Imperial College London, Department of Computing",United,https://clarg.doc.ic.ac.uk/
"Kingdom - Data and Knowledge Engineering Research Group, Cardiff University",United,https://www.cardiff.ac.uk/computer-science/research/groups/data-and-knowledge-engineering
"Kingdom - Decision and Cognitive Sciences Research Centre, Alliance Manchester Business School, University of Manchester",United,https://www.alliancembs.manchester.ac.uk/research/decision-science/
"Kingdom - Department of Computing Science, University of Aberdeen",United,https://www.abdn.ac.uk/ncs/departments/computing-science/index.php
"Kingdom - DELab – Digital Ethics Lab, University of Oxford",United,https://digitalethicslab.oii.ox.ac.uk/
"Kingdom - Emotional AI, Bangor University, Bangor",United,https://emotionalai.org/
"Kingdom - Intelligent Computational Engineering Laboratory (ICE Lab), University of Strathclyde, Glasgow",United,http://icelab.uk/
"Kingdom - Intelligent Systems Laboratory, University of Bristol",United,https://intelligentsystems.bristol.ac.uk/
"Kingdom - Mathematical Reasoning Group, University of Edinburgh",United,https://www.ed.ac.uk/
"Kingdom - School of Computer Science, University of Birmingham",United,https://www.birmingham.ac.uk/schools/computer-science/index.aspx
Kingdom - Cognition and Affect/Meta-Morphogenesis,United,https://www.cs.bham.ac.uk/research/projects/cogaff/misc/meta-morphogenesis.html
Kingdom - Intelligent Robotics Lab,United,https://www.birmingham.ac.uk/schools/computer-science/index.aspx
Kingdom - The Institute for Ethical AI & Machine Learning,United,https://ethical.institute/index.html
Kingdom - School of Informatics @ University of Edinburgh,United,https://www.ed.ac.uk/informatics/
Imperial's Data Science Institute,United Kingdom,https://www.imperial.ac.uk/data-science/
Chinese Association of Automation,United Kingdom,http://caa.org.cn/
Stanford AI Lab,United States,https://ai.stanford.edu/
Computer Science and Mathematics Division,United States,https://csmd.ornl.gov/
RISELab,United States,https://rise.cs.berkeley.edu/
Cornell Tech,United States,https://tech.cornell.edu/
CMU Machine Learning Department,United States,https://www.ml.cmu.edu/
UTCS Artificial Intelligence Lab,United States,https://www.cs.utexas.edu/~ai-lab/
Robotics Lab,United States,https://ptolemy.berkeley.edu/projects/robotics/
IMERSE Lab,United States,https://imerse.lcsr.jhu.edu/#professor
Columbia Computer Science,United States,https://www.cs.columbia.edu/areas/ai
EECS,United States,https://www.eecs.mit.edu/
Department of Computer Science and Engineering,United States,https://cse.umn.edu/cs
Perception Program,United States,http://www.ai.sri.com/perception/
Electrical Engineering Department,United States,https://ee.stanford.edu/
UMIACS,United States,https://www.umiacs.umd.edu/
RISELab,United States,https://rise.cs.berkeley.edu/
Berkeley Center for Human-Compatible AI,United States,https://humancompatible.ai/
Computer Science Department,United States,https://www.cs.columbia.edu/
Computer Science,United States,https://cs.stanford.edu/
MERCED Electrical Engineering and Computer Science,United States,https://eecs.ucmerced.edu/
The Berkeley Artificial Intelligence Research (BAIR) Lab,United States,https://bair.berkeley.edu/
Stanford Vision and Learning Lab,United States,http://vision.stanford.edu/
Chan Zuckerberg Biohub,United States,https://www.czbiohub.org/
RSE-Lab,United States,http://rse-lab.cs.washington.edu/
Center for Research in Computer Vision,United States,https://www.crcv.ucf.edu/
"School of Computing, Informatics, and Decision Systems Engineering",United States,https://cidse.engineering.asu.edu/
Electrical Engineering and Computer Science,United States,https://eecs.engin.umich.edu/
"Center for Brains, Minds and Machines",United States,https://cbmm.mit.edu/
Princeton Computer Science Department,United States,https://www.cs.princeton.edu/
Cornell Computer Science,United States,https://www.cs.cornell.edu/
Human-Computer Interaction Institute,United States,http://www.cmu.edu
Machine Learning Group @ Cambridge,United States,http://mlg.eng.cam.ac.uk/
AUTONOMOUS LEARNING LABORATORY,United States,https://all.cs.umass.edu/?_gl=1*1j831up*_ga*MTk4NjIxNjYzNi4xNjIzNDA0NTc0*_ga_21RLS0L7EB*MTYyMzQ5MzQxMy4yLjEuMTYyMzQ5Mzg2OS4w&_ga=2.230606741.866625730.1623493413-1986216636.1623404574
Donald Bren School of Information & Computer Science,United States,https://www.ics.uci.edu/
"Institute for Sustainability, Energy, and Environment (iSEE)",United States,https://sustainability.illinois.edu/
Sapiro Lab,United States,http://sapirolab.pratt.duke.edu/
Georgia Tech College of Computing,United States,https://www.cc.gatech.edu/
Biometrics Research Group,United States,http://biometrics.cse.msu.edu/
Data and Information Systems Research Laboratory,United States,https://dais.cs.illinois.edu/
Berkeley Artificial Intelligence Research,United States,https://bair.berkeley.edu/index.html#header
Haussler-Salama Lab,United States,https://hausslergenomics.ucsc.edu/
Big Data and Social Computing Lab,United States,http://bdsc.lab.uic.edu/
The Robotics Institute,United States,https://www.ri.cmu.edu/
The Computational Neurobiology Laboratory,United States,https://cnl.salk.edu/
Image Formation and Processing Group,United States,https://ifp-uiuc.github.io/
NetSys,United States,https://netsys.cs.berkeley.edu/
Stanford Artificial Intelligence Laboratory,United States,https://ai.stanford.edu/
Digital Technology Center,United States,https://cse.umn.edu/dtc
Department of Electrical and Computer Engineering,United States,https://ece.princeton.edu/people/h-vincent-poor
"Center for Brain, Minds + Machines",United States,https://cbmm.mit.edu/
MIT Connection Science,United States,http://connection.mit.edu/